"id"|"name"|"description"|"genre"|"image"|"actors"|"country"|"language"|"runtime"|"year"
99|"I Am Sam"|"A mentally handicapped man fights for custody of his 7-year-old daughter, and in the process teaches his cold hearted lawyer the value of love and family."|"Drama"|"101.jpg"|"Sean Penn, Michelle Pfeiffer, Dakota Fanning, Dianne Wiest"|"USA"|"English"|"132 min"|2001
100|"Pretty Woman"|"A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love."|"Comedy, Romance"|"102.jpg"|"Richard Gere, Julia Roberts, Ralph Bellamy, Jason Alexander"|"USA"|"English"|"119 min"|1990
101|"Edward Scissorhands"|"A gentle man, with scissors for hands, is brought into a new community after living in isolation."|"Fantasy, Romance"|"103.jpg"|"Johnny Depp, Winona Ryder, Dianne Wiest, Anthony Michael Hall"|"USA"|"English"|"105 min"|1990
102|"Lawrence of Arabia"|"The story of TE Lawrence, the English officer who successfully united and lead the diverse, often warring, Arab tribes during World War 1 in order to fight the Turks."|"Adventure, Biography, Drama"|"104.jpg"|"Peter O'Toole, Alec Guinness, Anthony Quinn, Jack Hawkins"|"UK"|"English, Arabic, Turkish"|"216 min"|1962
103|"Rear Window"|"A wheelchair-bound photographer spies on his neighbours from his apartment window and becomes convinced one of them has committed murder."|"Mystery, Thriller"|"105.jpg"|"James Stewart, Grace Kelly, Wendell Corey, Thelma Ritter"|"USA"|"English"|"112 min"|1954
104|"The Big Chill"|"A group of seven former college friends gather for a weekend reunion at a South Carolina winter house after the funeral of one of their friends."|"Comedy, Drama"|"106.jpg"|"Tom Berenger, Glenn Close, Jeff Goldblum, William Hurt"|"USA"|"English"|"105 min"|1983
105|"Racing Stripes"|"An abandoned zebra grows up believing he is a racehorse, and, with the help of his barnyard friends and a teenage girl, sets out to achieve his dream of racing with thoroughbreds."|"Adventure, Comedy, Drama"|"107.jpg"|"Bruce Greenwood, Hayden Panettiere, Caspar Poyck, Gary Bullock"|"USA"|"English"|"102 min"|2005
106|"Beverly Hills Cop II"|"Axel Foley returns to Beverly Hills to help Taggart and Rosewood investigate Chief Bogamil's near-fatal shooting and the series of \alphabet crimes\ associated with it."|"Action, Comedy, Crime"|"108.jpg"|"Eddie Murphy, Judge Reinhold, Jürgen Prochnow, Ronny Cox"|"USA"|"English"|"100 min"|1987
107|"Blood Simple"|"A rich but jealous man hires a private investigator to kill his cheating wife and her new man. But, when blood is involved, nothing is simple."|"Crime, Thriller"|"109.jpg"|"John Getz, Frances McDormand, Dan Hedaya, M. Emmet Walsh"|"USA"|"English, Spanish"|"99 min"|1984
108|"Driving Miss Daisy"|"An old Jewish woman and her African-American chauffeur in the American South have a relationship that grows and improves over the years."|"Comedy, Drama, Family"|"110.jpg"|"Morgan Freeman, Jessica Tandy, Dan Aykroyd, Patti LuPone"|"USA"|"English, Hebrew"|"99 min"|1989
109|"Phenomenon"|"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis."|"Drama, Fantasy, Romance"|"111.jpg"|"John Travolta, Kyra Sedgwick, Forest Whitaker, Robert Duvall"|"USA"|"English"|"123 min"|1996
110|"Silverado"|"A misfit bunch of friends come together to right the injustices which exist in a small town."|"Action, Crime, Drama"|"112.jpg"|"Kevin Kline, Scott Glenn, Kevin Costner, Danny Glover"|"USA"|"English"|"133 min"|1985
111|"O Brother"|"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them."|"Adventure, Comedy, Crime"|"113.jpg"|"George Clooney, John Turturro, Tim Blake Nelson, John Goodman"|"UK, France, USA"|"English"|"106 min"|2000
112|"Annie Hall"|"Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall."|"Comedy, Romance"|"114.jpg"|"Woody Allen, Diane Keaton, Tony Roberts, Carol Kane"|"USA"|"English, German"|"93 min"|1977
113|"Catch Me If You Can"|"The true story of Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars' worth of checks as a Pan Am pilot, doctor, and legal prosecutor."|"Biography, Crime, Drama"|"115.jpg"|"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen"|"USA, Canada"|"French, English"|"141 min"|2002
114|"The Royal Tenenbaums"|"An estranged family of former child prodigies reunites when their father announces he is terminally ill."|"Comedy, Drama"|"116.jpg"|"Gene Hackman, Anjelica Huston, Ben Stiller, Gwyneth Paltrow"|"USA"|"English, Italian"|"110 min"|2001
115|"Election"|"A high school teacher's personal life becomes complicated as he works with students during the school elections, particularly with an obsessive overachiever determined to become student body president."|"Comedy, Drama"|"117.jpg"|"Matthew Broderick, Reese Witherspoon, Chris Klein, Jessica Campbell"|"USA"|"English, Spanish"|"103 min"|1999
116|"My Favorite Wife"|"Missing for seven years and presumed dead, a woman returns home on the day of her husband's second marriage."|"Comedy, Romance"|"118.jpg"|"Irene Dunne, Cary Grant, Randolph Scott, Gail Patrick"|"USA"|"English"|"88 min"|1940
117|"Stepmom"|"A terminally ill woman has to settle on her former husband's new lover, who will be their children's stepmother."|"Comedy, Drama"|"119.jpg"|"Julia Roberts, Susan Sarandon, Ed Harris, Jena Malone"|"USA"|"English"|"124 min"|1998
118|"Stripes"|"Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun."|"Action, Comedy, War"|"120.jpg"|"Bill Murray, Harold Ramis, Warren Oates, P.J. Soles"|"USA"|"English, Russian, Polish"|"106 min"|1981
119|"Serving Sara"|"A process server tries to serve an elusive female target."|"Comedy, Romance"|"121.jpg"|"Matthew Perry, Elizabeth Hurley, Vincent Pastore, Bruce Campbell"|"Germany, USA"|"English, Spanish"|"99 min"|2002
120|"Diabolique"|"The wife of a cruel headmaster and his mistress conspire to kill him, but after the murder is committed, his body disappears, and strange events begin to plague the two women."|"Drama, Horror, Mystery"|"122.jpg"|"Simone Signoret, Véra Clouzot, Paul Meurisse, Charles Vanel"|"France"|"French, English"|"116 min"|1955
121|"Miss Julie"|"Over the course of a midsummer night in Fermanagh in 1890, an unsettled daughter of the Anglo-Irish aristocracy encourages her father's valet to seduce her."|"Drama, Romance"|"123.jpg"|"Jessica Chastain, Colin Farrell, Samantha Morton, Nora McMenamy"|"Norway, UK, Canada, USA, France, Ireland"|"English"|"129 min"|2014
122|"Raiders of the Lost Ark"|"Archaeologist and adventurer Indiana Jones is hired by the US government to find the Ark of the Covenant before the Nazis."|"Action, Adventure"|"124.jpg"|"Harrison Ford, Karen Allen, Paul Freeman, Ronald Lacey"|"USA"|"English, German, Hebrew, Spanish, Arabic, Nepali"|"115 min"|1981
123|"Angela's Ashes"|"Based on the best selling autobiography by Irish expat Frank McCourt, Angela's Ashes follows the experiences of young Frankie and his family as they try against all odds to escape the ..."|"Drama"|"125.jpg"|"Emily Watson, Robert Carlyle, Joe Breen, Ciaran Owens"|"USA, Ireland"|"English"|"145 min"|1999
124|"The Wild One"|"Two rival motorcycle gangs terrorize a small town after one of their leaders is thrown in jail."|"Drama"|"126.jpg"|"Marlon Brando, Mary Murphy, Robert Keith, Lee Marvin"|"USA"|"English"|"79 min"|1953
125|"Taxi Driver"|"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process."|"Crime, Drama"|"127.jpg"|"Diahnne Abbott, Frank Adu, Victor Argo, Gino Ardito"|"USA"|"English, Spanish"|"113 min"|1976
126|"Groundhog Day"|"A weatherman finds himself living the same day over and over again."|"Comedy, Fantasy, Romance"|"128.jpg"|"Bill Murray, Andie MacDowell, Chris Elliott, Stephen Tobolowsky"|"USA"|"English, French, Italian"|"101 min"|1993
127|"Wag the Dog"|"Shortly before an election, a spin-doctor and a Hollywood producer join efforts to fabricate a war in order to cover up a presidential sex scandal."|"Comedy, Drama"|"129.jpg"|"Dustin Hoffman, Robert De Niro, Anne Heche, Denis Leary"|"USA"|"English, Albanian"|"97 min"|1997
128|"An Affair to Remember"|"A couple falls in love and agrees to meet in six months at the Empire State Building - but will it happen?"|"Drama, Romance"|"130.jpg"|"Cary Grant, Deborah Kerr, Richard Denning, Neva Patterson"|"USA"|"English, Italian, French"|"119 min"|1957
129|"Rising Sun"|"At the offices of a Japanese corporation, during a party, a woman, who's evidently a professional mistress, is found dead, apparently after some rough sex. A police detective, Web Smith is ..."|"Action, Crime, Drama"|"131.jpg"|"Sean Connery, Wesley Snipes, Harvey Keitel, Cary-Hiroyuki Tagawa"|"USA"|"English, Japanese"|"129 min"|1993
130|"Bad Day at Black Rock"|"A one-handed stranger comes to a tiny town possessing a terrible past they want to keep secret, by violent means if necessary."|"Crime, Drama, Mystery"|"132.jpg"|"Spencer Tracy, Robert Ryan, Anne Francis, Dean Jagger"|"USA"|"English"|"81 min"|1955
131|"Everything You Always Wanted to Know About Sex But Were Afraid to Ask"|"Seven segments related to one another only in that they all purport to be based on sections of the book by David Reuben. The segments range from \Do Aphrodisiacs Work?\ in which a court ..."|"Comedy"|"133.jpg"|"Woody Allen, John Carradine, Lou Jacobi, Louise Lasser"|"USA"|"English, Italian"|"88 min"|1972
132|"A Clockwork Orange"|"In future Britain, charismatic delinquent Alex DeLarge is jailed and volunteers for an experimental aversion therapy developed by the government in an effort to solve society's crime problem - but not all goes according to plan."|"Crime, Drama, Sci-Fi"|"134.jpg"|"Malcolm McDowell, Patrick Magee, Michael Bates, Warren Clarke"|"UK, USA"|"English"|"136 min"|1971
133|"Lady and the Tramp"|"The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt."|"Animation, Adventure, Comedy"|"135.jpg"|"Peggy Lee, Larry Roberts, Bill Baucom, Verna Felton"|"USA"|"English"|"76 min"|1955
134|"Dr. No"|"A resourceful British government agent seeks answers in a case involving the disappearance of a colleague and the disruption of the American space program."|"Action, Adventure, Thriller"|"136.jpg"|"Sean Connery, Ursula Andress, Joseph Wiseman, Jack Lord"|"UK, USA"|"English, French"|"110 min"|1962
135|"The Duellists"|"A duel between two feuding Napoleonic officers eventually evolves into a decades-long series of duels, after each bout - for various reasons - ends unresolved."|"Drama, War"|"137.jpg"|"Keith Carradine, Harvey Keitel, Albert Finney, Edward Fox"|"UK"|"English, Russian"|"100 min"|1977
136|"The Diary of Anne Frank"|"Harrowing story of a young Jewish girl who, with her family and their friends, is forced into hiding in an attic in Nazi-occupied Amsterdam."|"Biography, Drama, Family"|"138.jpg"|"Millie Perkins, Joseph Schildkraut, Shelley Winters, Richard Beymer"|"USA"|"English, German"|"180 min"|1959
137|"The Discreet Charm of the Bourgeoisie"|"A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together."|"Comedy, Drama, Fantasy"|"139.jpg"|"Fernando Rey, Paul Frankeur, Delphine Seyrig, Bulle Ogier"|"France"|"French, Spanish"|"102 min"|1972
138|"The Front"|"A young soldier faces profound disillusionment in the soul-destroying horror of World War I."|"Drama, War"|"140.jpg"|"Louis Wolheim, Lew Ayres, John Wray, Arnold Lucy"|"USA"|"English, German, French, Latin"|"136 min"|1930
139|"Opening Night"|"An actress suffers an emotional uproar in her personal life after a fan dies trying to see her."|"Drama"|"141.jpg"|"Gena Rowlands, John Cassavetes, Ben Gazzara, Joan Blondell"|"USA"|"English"|"144 min"|1977
140|"Contempt"|"Screenwriter Paul Javal's marriage to his wife Camille disintegrates during movie production as she spends time with the producer. Layered conflicts between art and business ensue."|"Drama"|"142.jpg"|"Brigitte Bardot, Fritz Lang, Jack Palance, Giorgia Moll"|"France, Italy"|"French, English, German, Italian"|"102 min"|1963
141|"The Philadelphia Story"|"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself."|"Comedy, Romance"|"143.jpg"|"Cary Grant, Katharine Hepburn, James Stewart, Ruth Hussey"|"USA"|"English, French"|"112 min"|1940
142|"A Man Escaped"|"Captured French Resistance fighter Andre Devigny awaits a certain death sentence for espionage in a stark Nazi prison. Facing malnourishment and paralyzing fear, he must engineer an ..."|"Drama, Thriller, War"|"144.jpg"|"François Leterrier, Charles Le Clainche, Maurice Beerblock, Roland Monod"|"France"|"French, German"|"99 min"|1956
143|"Tokyo Story"|"An old couple visit their children and grandchildren in the city; but the children have little time for them."|"Drama"|"145.jpg"|"Chishû Ryû, Chieko Higashiyama, Setsuko Hara, Haruko Sugimura"|"Japan"|"Japanese, English"|"136 min"|1953
144|"Smiles of a Summer Night"|"It's late nineteenth century Sweden. Middle aged lawyer Fredrik Egerman and his nineteen year old current wife Anne Egerman's two-year marriage has not yet been consummated. Fredrik wants ..."|"Comedy, Romance"|"146.jpg"|"Ulla Jacobsson, Eva Dahlbeck, Harriet Andersson, Margit Carlqvist"|"Sweden"|"Swedish"|"108 min"|1955
145|"The Ref"|"A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve."|"Comedy, Crime, Drama"|"147.jpg"|"Denis Leary, Judy Davis, Kevin Spacey, Robert J. Steinmiller Jr."|"USA"|"English"|"93 min"|1994
146|"Ran"|"An elderly lord abdicates to his three sons, and the two corrupt ones turn against him."|"Action, Drama"|"148.jpg"|"Tatsuya Nakadai, Akira Terao, Jinpachi Nezu, Daisuke Ryû"|"Japan, France"|"Japanese"|"162 min"|1985
147|"The Last Emperor"|"The story of the final Emperor of China."|"Biography, Drama, History"|"149.jpg"|"John Lone, Joan Chen, Peter O'Toole, Ruocheng Ying"|"China, Italy, UK, France"|"English, Russian, Mandarin, Japanese"|"163 min"|1987
148|"Back to the Future"|"A young man is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his friend, Dr. Emmett Brown, and must make sure his high-school-age parents unite in order to save his own existence."|"Adventure, Comedy, Sci-Fi"|"150.jpg"|"Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover"|"USA"|"English"|"116 min"|1985
149|"Bamboozled"|"A frustrated African-American TV writer proposes a blackface minstrel show in protest, but to his chagrin it becomes a hit."|"Comedy, Drama, Music"|"151.jpg"|"Damon Wayans, Savion Glover, Jada Pinkett Smith, Tommy Davidson"|"USA"|"English"|"135 min"|2000
150|"The Cook"|"The wife of an abusive criminal finds solace in the arms of a kind regular guest in her husbands restaurant."|"Crime, Drama, Romance"|"152.jpg"|"Richard Bohringer, Michael Gambon, Helen Mirren, Alan Howard"|"UK, France"|"English"|"124 min"|1989
151|"Hollywood Ending"|"A director is forced to work with his ex-wife, who left him for the boss of the studio bankrolling his new film. But the night before the first day of shooting, he develops a case of psychosomatic blindness."|"Comedy, Romance"|"153.jpg"|"Téa Leoni, Bob Dorian, Ivan Martin, Gregg Edelman"|"USA"|"English, Mandarin"|"112 min"|2002
152|"Scenes from a Mall"|"On their 16th anniversary, a married couple's trip to a Beverly Hills mall becomes the stage for personal revelations and deceptions."|"Comedy"|"154.jpg"|"Bette Midler, Woody Allen, Bill Irwin, Daren Firestone"|"USA"|"English"|"89 min"|1991
153|"The Honeymoon Killers"|"An obese, embittered nurse doesn't mind if her toupee-wearing boyfriend romances and fleeces other women, as long as he takes her along on his con jobs."|"Crime, Drama, Romance"|"155.jpg"|"Shirley Stoler, Tony Lo Bianco, Mary Jane Higby, Doris Roberts"|"USA"|"English"|"108 min"|1969
154|"The Battle of Algiers"|"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government."|"Drama, War"|"156.jpg"|"Jean Martin, Yacef Saadi, Brahim Hadjadj, Samia Kerbash"|"Italy, Algeria"|"Arabic, English, French"|"121 min"|1966
155|"Before Sunset"|"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour."|"Drama, Romance"|"157.jpg"|"Ethan Hawke, Julie Delpy, Vernon Dobtcheff, Louise Lemoine Torrès"|"USA"|"French, English"|"80 min"|2004
156|"The League of Extraordinary Gentlemen"|"In an alternate Victorian Age world, a group of famous contemporary fantasy, SF and adventure characters team up on a secret mission."|"Action, Adventure, Fantasy"|"158.jpg"|"Sean Connery, Naseeruddin Shah, Peta Wilson, Tony Curran"|"USA, Germany, Czech Republic, UK"|"English, German, Italian"|"110 min"|2003
157|"Celebrity"|"The fortunes of a husband and wife differ drastically after they divorce."|"Comedy, Drama"|"159.jpg"|"Greg Mottola, Jeff Mazzola, Dick Mingalone, Vladimir Bibic"|"USA"|"English"|"113 min"|1998
158|"Epoch: Evolution"|"10 years after the first Alien object (Torus) arose. Two more Torus appear causing havoc on a global level."|"Action, Mystery, Sci-Fi"|"160.jpg"|"David Keith, Angel Boris Reed, Billy Dee Williams, Brian Thompson"|"USA"|"English, Spanish"|"94 min"|2003
159|"Windtalkers"|"Two U.S. Marines in WWII are assigned to protect Navajo Marines who use their native language as an unbreakable radio cypher."|"Action, Drama, War"|"161.jpg"|"Nicolas Cage, Adam Beach, Peter Stormare, Noah Emmerich"|"USA"|"English, Navajo, Japanese"|"134 min"|2002
160|"Pulp Fiction"|"The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption."|"Crime, Drama"|"162.jpg"|"Tim Roth, Amanda Plummer, Laura Lovelace, John Travolta"|"USA"|"English, French, Spanish"|"154 min"|1994
161|"Joseph Campbell: The Hero's Journey"|"Joseph Campbell discusses the nature of the hero in mythology."|"Documentary, Biography"|"163.jpg"|"Peter Donat, Joseph Campbell, Richard Adams, James Hillman"|"USA"|"English"|"58 min"|1987
162|"An American Tail"|"While emigrating to the United States, a young Russian mouse gets separated from his family and must relocate them while trying to survive in a new country."|"Animation, Comedy, Drama"|"164.jpg"|"Erica Yohn, Nehemiah Persoff, Amy Green, Phillip Glasser"|"USA"|"English"|"80 min"|1986
163|"Waterworld"|"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw \smokers,\ and reluctantly helps a woman and a young girl try to find dry land."|"Action, Adventure, Sci-Fi"|"165.jpg"|"Kevin Costner, Chaim Jeraffi, Rick Aviles, R.D. Call"|"USA"|"English"|"135 min"|1995
164|"Monsters"|"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think."|"Animation, Adventure, Comedy"|"166.jpg"|"John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi"|"USA"|"English"|"92 min"|2001
165|"The Last Picture Show"|"A group of 1950s high schoolers come of age in a bleak, isolated, atrophied West Texas town that is slowly dying, both economically and culturally."|"Drama"|"167.jpg"|"Timothy Bottoms, Jeff Bridges, Cybill Shepherd, Ben Johnson"|"USA"|"English"|"118 min"|1971
166|"2001: A Space Odyssey"|"Humanity finds a mysterious, obviously artificial object buried beneath the Lunar surface and, with the intelligent computer H.A.L. 9000, sets off on a quest."|"Adventure, Mystery, Sci-Fi"|"168.jpg"|"Keir Dullea, Gary Lockwood, William Sylvester, Daniel Richter"|"UK, USA"|"English, Russian"|"149 min"|1968
167|"Kundun"|"From childhood to adulthood, Tibet's fourteenth Dalai Lama deals with Chinese oppression and other problems."|"Biography, Drama, History"|"169.jpg"|"Tenzin Thuthob Tsarong, Gyurme Tethong, Tulku Jamyang Kunga Tenzin, Tenzin Yeshi Paichang"|"USA"|"English, Tibetan, Mandarin"|"134 min"|1997
168|"Risky Business"|"A Chicago teenager is looking for fun at home while his parents are away, but the situation quickly gets out of hand."|"Comedy, Crime, Drama"|"170.jpg"|"Tom Cruise, Rebecca De Mornay, Joe Pantoliano, Richard Masur"|"USA"|"English, German"|"99 min"|1983
169|"Lost in Translation"|"A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo."|"Drama, Romance"|"171.jpg"|"Scarlett Johansson, Bill Murray, Akiko Takeshita, Kazuyoshi Minamimagoe"|"USA, Japan"|"English, German, French, Japanese"|"101 min"|2003
170|"Burden of Dreams"|"A documentary on the chaotic production of Werner Herzog's epic Fitzcarraldo (1982), showing how the film managed to get made despite problems that would have floored a less obsessively ..."|"Documentary"|"172.jpg"|"Werner Herzog, Klaus Kinski, Claudia Cardinale, Jason Robards"|"USA"|"English, German, Spanish"|"95 min"|1982
171|"Malibu's Most Wanted"|"A senator arranges for his son, a rich white kid who fancies himself black, to be kidnapped by a couple of black actors pretending to be murderers to try and shock him out of his plans to become a rapper."|"Comedy, Crime"|"173.jpg"|"Jamie Kennedy, Taye Diggs, Anthony Anderson, Regina Hall"|"USA"|"English"|"86 min"|2003
172|"Hidalgo"|"In 1890, a down-and-out cowboy and his horse travel to Arabia to compete in a deadly cross desert horse race."|"Action, Adventure, Western"|"174.jpg"|"Viggo Mortensen, Zuleikha Robinson, Omar Sharif, Louise Lombard"|"USA, Morocco"|"Sioux, English, Arabic"|"136 min"|2004
173|"Impromptu"|"In 1830s France, pianist/composer Frédéric Chopin is pursued romantically by the determined, individualistic woman who uses the name George Sand."|"Biography, Comedy, Music"|"175.jpg"|"Judy Davis, Hugh Grant, Mandy Patinkin, Bernadette Peters"|"UK, France"|"English"|"107 min"|1991
174|"The Core"|"The only way to save Earth from catastrophe is to drill down to the core and set it spinning again."|"Action, Adventure, Sci-Fi"|"176.jpg"|"Christopher Shyer, Ray Galletti, Eileen Pedde, Rekha Sharma"|"USA, Germany, Canada, UK"|"English"|"135 min"|2003
175|"Quiz Show"|"A young lawyer, Richard Goodwin, investigates a potentially fixed game show. Charles Van Doren, a big time show winner, is under Goodwin's investigation."|"Drama, History"|"177.jpg"|"John Turturro, Rob Morrow, Ralph Fiennes, Paul Scofield"|"USA"|"English"|"133 min"|1994
176|"The Story of Adele H."|"Adèle Hugo's unrequited love for a lieutenant."|"Biography, Drama, History"|"178.jpg"|"Isabelle Adjani, Bruce Robinson, Sylvia Marriott, Joseph Blatchley"|"France"|"French, English"|"96 min"|1975
177|"Day for Night"|"A committed film director struggles to complete his movie while coping with a myriad of crises, personal and professional, among the cast and crew."|"Comedy, Drama, Romance"|"179.jpg"|"Jacqueline Bisset, Valentina Cortese, Dani, Alexandra Stewart"|"France, Italy"|"French, English"|"115 min"|1973
178|"Enemy of the State"|"A lawyer becomes a target by a corrupt politician and his NSA goons when he accidentally receives key evidence to a serious politically motivated crime."|"Action, Crime, Drama"|"180.jpg"|"Will Smith, Gene Hackman, Jon Voight, Lisa Bonet"|"USA"|"English"|"132 min"|1998
179|"Jurassic Park"|"During a preview tour, a theme park suffers a major power breakdown that allows its cloned dinosaur exhibits to run amok."|"Adventure, Sci-Fi, Thriller"|"181.jpg"|"Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough"|"USA"|"English, Spanish"|"127 min"|1993
180|"Fried Green Tomatoes"|"A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know."|"Drama"|"182.jpg"|"Kathy Bates, Mary Stuart Masterson, Mary-Louise Parker, Jessica Tandy"|"USA"|"English"|"130 min"|1991
181|"Harry Potter and the Chamber of Secrets"|"Harry ignores warnings not to return to Hogwarts, only to find the school plagued by a series of mysterious attacks and a strange voice haunting him."|"Adventure, Family, Fantasy"|"183.jpg"|"Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Griffiths"|"UK, USA, Germany"|"English"|"161 min"|2002
182|"The Waterboy"|"A waterboy for a college football team discovers he has a unique tackling ability and becomes a member of the team."|"Comedy, Sport"|"184.jpg"|"Adam Sandler, Kathy Bates, Henry Winkler, Fairuza Balk"|"USA"|"English"|"90 min"|1998
183|"Kangaroo Jack"|"Two childhood friends, a New York hairstylist and a would-be musician, get caught up with the mob and are forced to deliver $50,000 to Australia, but things go haywire when the money is lost to a wild kangaroo."|"Action, Adventure, Comedy"|"185.jpg"|"Jerry O'Connell, Anthony Anderson, Estella Warren, Christopher Walken"|"USA, Australia"|"English"|"89 min"|2003
184|"Miracle"|"Miracle tells the true story of Herb Brooks (Russell), the player-turned-coach who led the 1980 U.S. Olympic hockey team to victory over the seemingly invincible Russian squad."|"Biography, Drama, History"|"186.jpg"|"Kurt Russell, Patricia Clarkson, Noah Emmerich, Sean McCann"|"USA, Canada"|"English"|"135 min"|2004
185|"Independence Day"|"The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive."|"Action, Adventure, Sci-Fi"|"187.jpg"|"Will Smith, Bill Pullman, Jeff Goldblum, Mary McDonnell"|"USA"|"English"|"145 min"|1996
186|"The Witches of Eastwick"|"Three single women in a picturesque village have their wishes granted - at a cost - when a mysterious and flamboyant man arrives in their lives."|"Comedy, Fantasy, Horror"|"188.jpg"|"Jack Nicholson, Cher, Susan Sarandon, Michelle Pfeiffer"|"USA"|"English"|"118 min"|1987
187|"Mona Lisa Smile"|"A free-thinking art professor teaches conservative 1950s Wellesley girls to question their traditional social roles."|"Drama"|"189.jpg"|"Julia Roberts, Kirsten Dunst, Julia Stiles, Maggie Gyllenhaal"|"USA"|"English, Italian"|"117 min"|2003
188|"The Mask of Zorro"|"A young thief, seeking revenge over the death of his brother, is trained by the once great, but aged Zorro, who is also seeking a vengeance of his own."|"Action, Adventure, Comedy"|"190.jpg"|"José María de Tavira, Diego Sieres, Emiliano Guerra, Yolanda Orisaga"|"USA, Germany"|"English"|"136 min"|1998
189|"The Celluloid Closet"|"A documentary surveying the various Hollywood screen depictions of homosexuals and the attitudes behind them throughout the history of North American film."|"Documentary, History"|"191.jpg"|"Lily Tomlin, Tony Curtis, Susie Bright, Arthur Laurents"|"France, UK, Germany, USA"|"English"|"102 min"|1995
190|"The Lover"|"The wife of an abusive criminal finds solace in the arms of a kind regular guest in her husbands restaurant."|"Crime, Drama, Romance"|"192.jpg"|"Richard Bohringer, Michael Gambon, Helen Mirren, Alan Howard"|"UK, France"|"English"|"124 min"|1989
191|"Hotel Rwanda"|"The true story of Paul Rusesabagina, a hotel manager who housed over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda."|"Drama, History, War"|"193.jpg"|"Xolani Mali, Don Cheadle, Desmond Dube, Hakeem Kae-Kazim"|"UK, South Africa, Italy"|"French, English"|"121 min"|2004
192|"What Dreams May Come"|"After he dies in a car crash, a man searches heaven and hell for his beloved wife."|"Drama, Fantasy, Romance"|"194.jpg"|"Robin Williams, Cuba Gooding Jr., Annabella Sciorra, Max von Sydow"|"USA, New Zealand"|"English"|"113 min"|1998
193|"The Man with the Golden Gun"|"James Bond is led to believe that he is targeted by the world's most expensive assassin while he attempts to recover sensitive solar cell technology that is being sold to the highest bidder."|"Action, Adventure, Thriller"|"195.jpg"|"Roger Moore, Christopher Lee, Britt Ekland, Maud Adams"|"UK, USA"|"English, Thai, Cantonese"|"125 min"|1974
194|"Through a Glass Darkly"|"Recently released from a mental hospital; Karin rejoins her emotionally disconnected family and their island home, only to slip from reality as she begins to believe she is being visited by God."|"Drama"|"196.jpg"|"Harriet Andersson, Gunnar Björnstrand, Max von Sydow, Lars Passgård"|"Sweden"|"Swedish, Latin"|"89 min"|1961
195|"That Touch of Mink"|"A rich businessman and a young woman are attracted to each other, but he only wants an affair while she wants to save her virginity for marriage."|"Comedy, Romance"|"197.jpg"|"Cary Grant, Doris Day, Gig Young, Audrey Meadows"|"USA"|"English"|"99 min"|1962
196|"The Green Mile"|"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift."|"Crime, Drama, Fantasy"|"198.jpg"|"Tom Hanks, David Morse, Michael Clarke Duncan, Bonnie Hunt"|"USA"|"French, English"|"189 min"|1999
197|"A Few Good Men"|"Neo military lawyer Kaffee defends Marines accused of murder; they contend they were acting under orders."|"Drama, Thriller"|"199.jpg"|"Tom Cruise, Jack Nicholson, Demi Moore, Kevin Bacon"|"USA"|"English"|"138 min"|1992
198|"The Name of the Rose"|"An intellectually nonconformist monk investigates a series of mysterious deaths in an isolated abbey."|"Crime, Mystery, Thriller"|"200.jpg"|"Sean Connery, Christian Slater, Helmut Qualtinger, Elya Baskin"|"Italy, West Germany, France"|"English, Latin"|"130 min"|1986
